,Ex.,Name,Ticker,QMV($),HQ Region,HQ Location,Sector,Sub Sector,description
345,TSXV,Bluedrop Performance Learning Inc.,BPL,17601079.68,Canada,NL,Technology,Internet Software & Services,"BPLI Holdings Inc provides e-learning and course development services and offers online training solutions for businesses and individuals through cloud-based learning management solutions and traditional learning management systems. The company also provides custom courseware development, training products, low-cost simulation and resource augmentation solutions to improve the safety, productivity, and efficiency of military and civil aviation personnel through its training and simulation operations. It operates through the Training and Simulation and Learning Networks segment. It generates the majority of its revenues through the Training and Simulation segment."
346,TSXV,BlueOcean NutraSciences Inc.,BOC,2815664.28,Canada,ON,Life Sciences,Pharmaceuticals,"Bank of China Hong Kong is a subsidiary of Bank of China. It is the second- largest bank in Hong Kong in terms of deposit and loan market shares. BOCHK is legally separate from Bank of China, although the two maintain close relationships in management, administration, and business relations. They also cooperate in several areas including products, such as the reselling of Bank of China's insurance and securities services. Bank of China holds a 66% stake in Bank of China Hong Kong."
347,TSXV,BlueRush Media Group Corp.,BTV,1792615.0,Canada,ON,Comm & Media,,"BlueRush Inc offers Software as a Service-based content engagement platforms that enable organizations to achieve greater engagement and conversion metrics with existing customers and new prospects. It focuses on the financial services industry in areas such as mortgage, loan and credit card origination, as well as supporting pension fund and insurance use cases. It develops and markets IndiVideo interactive video platform that drives return on investment through customer interactions. It enables the clients to capture knowledge and data from their customers' video interaction, creating new and compelling data-driven customer insights."
348,TSXV,Bluestone Resources Inc.,BSR,1705187.04,Canada,BC,Mining,,Bluestone Resources Inc is an exploration stage company. It is engaged in the process of exploring its mineral resource properties. The company owns an interest in Cerro Blanco Gold Project and Mita Geothermal Project located in Guatemala.
349,TSXV,BluMetric Environmental Inc.,BLM,8376038.4,Canada,ON,Clean Technology,Waste Reduction and Water Management,"BluMetric Environmental Inc is a Canada based integrated product and service organization. It principally provides sustainable solutions for complex environmental issues to the clients in Canada and internationally. The company serves clients in many industrial sectors, and at all levels of government, both domestically and internationally. The organization offers services and solutions such as environmental earth sciences and engineering; contaminated site remediation; water resource management; industrial hygiene; occupational health and safety; and water and wastewater design-build and pre-engineered solutions. The company operates in Canada and internationally, of which the majority of the revenue is derived from the operations in Canada."
350,TSX,BMO Aggregate Bond Index ETF,ZAG,2123614296.0,Canada,ON,ETP,,
351,TSX,BMO Canadian Dividend ETF,ZDV,690050500.0,Canada,ON,ETP,,
352,TSX,BMO China Equity Index ETF,ZCH,16092036.38,Canada,ON,ETP,,
353,TSX,BMO Covered Call Canadian Banks ETF,ZWB,1235100000.0,Canada,ON,ETP,,
354,TSX,BMO Covered Call Dow Jones Industrial Average Hedged to CAD ETF,ZWA,220828210.0,Canada,ON,ETP,,
355,TSX,BMO Covered Call Utilities ETF,ZWU,466922690.0,Canada,ON,ETP,,
356,TSX,BMO Discount Bond Index ETF,ZDB,224706750.0,Canada,ON,ETP,,
357,TSX,BMO Dow Jones Industrial Average Hedged to CAD Index ETF,ZDJ,118309042.0,Canada,ON,ETP,,
358,TSX,BMO Emerging Markets Bond Hedged to CAD Index ETF,ZEF,166991803.0,Canada,ON,ETP,,
359,TSX,BMO Equal Weight REITs Index ETF,ZRE,388148283.0,Canada,ON,ETP,,
360,TSX,BMO Equal Weight US Banks Hedged to CAD Index ETF,ZUB,406778599.0,Canada,ON,ETP,,
361,TSX,BMO Equal Weight US Banks Index ETF,ZBK,635502232.0,Canada,ON,ETP,,
362,TSX,BMO Equal Weight US Health Care Hedged to CAD Index ETF,ZUH,215896050.0,Canada,ON,ETP,,
363,TSX,BMO Equal Weight Utilities Index ETF,ZUT,191725005.0,Canada,ON,ETP,,
364,TSX,BMO Equity Linked Corporate Bond ETF,ZEL,4102000.0,Canada,ON,ETP,,"Zelira Therapeutics Ltd, formerly Zelda Therapeutics Ltd is an Australia-based biotechnology company focused on developing a range of cannabinoid-based formulations for the treatment of various medical conditions in Australia. The company is involved in a human clinical trial program focused on insomnia, autism, and eczema; and a pre-clinical research program to examine the effect of cannabinoids in a breast, brain, and pancreatic cancer."
365,TSX,BMO Europe High Dividend Covered Call Hedged to CAD ETF,ZWE,191965300.0,Canada,ON,ETP,,
366,TSX,BMO Floating Rate High Yield ETF,ZFH,299199540.3,Canada,ON,ETP,,
367,TSX,BMO Global Infrastructure Index ETF,ZGI,285499476.1,Canada,ON,ETP,,
368,TSX,BMO High Yield US Corporate Bond Hedged to CAD Index ETF,ZHY,1146923861.0,Canada,ON,ETP,,
369,TSX,BMO India Equity Index ETF,ZID,200252996.0,Canada,ON,ETP,,
370,TSX,BMO International Dividend ETF,ZDI,150713134.0,Canada,ON,ETP,,
371,TSX,BMO International Dividend Hedged to CAD ETF,ZDH,49124460.0,Canada,ON,ETP,,
372,TSX,BMO Junior Gas Index ETF,ZJN,38334581.25,Canada,ON,ETP,,
373,TSX,BMO Junior Gold Index ETF,ZJG,74787397.74,Canada,ON,ETP,,
374,TSX,BMO Junior Oil Index ETF,ZJO,50056037.98,Canada,ON,ETP,,
375,TSX,BMO Laddered Preferred Share Index ETF,ZPR,1408351527.0,Canada,ON,ETP,,
376,TSX,BMO Long Corporate Bond Index ETF,ZLC,273796826.9,Canada,ON,ETP,,
377,TSX,BMO Long Federal Bond Index ETF,ZFL,248301908.5,Canada,ON,ETP,,
378,TSX,BMO Long Provincial Bond Index ETF,ZPL,487220204.7,Canada,ON,ETP,,
379,TSX,BMO Low Volatility Canadian Equity ETF,ZLB,1331372000.0,Canada,ON,ETP,,
380,TSX,BMO Low Volatility Emerging Markets Equity ETF,ZLE,12120000.0,Canada,ON,ETP,,
381,TSX,BMO Low Volatility International Equity ETF,ZLI,316240453.2,Canada,ON,ETP,,
382,TSX,BMO Low Volatility International Equity Hedged to CAD ETF,ZLD,256233600.0,Canada,ON,ETP,,
383,TSX,BMO Low Volatility US Equity ETF,ZLU,947408750.0,Canada,ON,ETP,,
384,TSX,BMO Low Volatility US Equity Hedged to CAD ETF,ZLH,140251930.0,Canada,ON,ETP,,
385,TSX,BMO Mid Corporate Bond Index ETF,ZCM,1163801762.0,Canada,ON,ETP,,
386,TSX,BMO Mid Federal Bond Index ETF,ZFM,543182923.2,Canada,ON,ETP,,
387,TSX,BMO Mid Provincial Bond Index ETF,ZMP,556586509.0,Canada,ON,ETP,,
388,TSX,BMO Mid-Term US IG Corporate Bond Hedged to CAD Index ETF,ZMU,352853963.2,Canada,ON,ETP,,
389,TSX,BMO Mid-Term US IG Corporate Bond Index ETF,ZIC,1169816454.0,Canada,ON,ETP,,
390,TSX,BMO Monthly Income ETF,ZMI,79913400.0,Canada,ON,ETP,,
391,TSX,BMO MSCI All Country World High Quality Index ETF,ZGQ,30054300.0,Canada,ON,ETP,,
392,TSX,BMO MSCI EAFE Hedged to CAD Index ETF,ZDM,497915430.6,Canada,ON,ETP,,
393,TSX,BMO MSCI EAFE Index ETF,ZEA,1071666093.0,Canada,ON,ETP,,
394,TSX,BMO MSCI Emerging Markets Index ETF,ZEM,156301850.0,Canada,ON,ETP,,
395,TSX,BMO MSCI Europe High Quality Hedged to CAD Index ETF,ZEQ,316358540.0,Canada,ON,ETP,,
396,TSX,BMO MSCI USA High Quality Index ETF,ZUQ,42845355.0,Canada,ON,ETP,,
